,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,glazyev_sergey_yurievich_number,glazyev_sergey_yurievich_percent,malyshkin_oleg_alexandrovich_number,malyshkin_oleg_alexandrovich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,khakamada_irina_mutsuovna_number,khakamada_irina_mutsuovna_percent,kharitonov_nikolai_mikhailovich_number,kharitonov_nikolai_mikhailovich_percent,against_all_number,against_all_percent,link
506,2004-03-14,Орловская область,Новодеревеньковская,9685,9910,0,7322,1235,1353,1235,7322,74,8483,200,58,46,142,0,0,0,195,2.28,199,2.33,76,0.89,5098,59.58,150,1.75,2537,29.65,228,2.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
507,2004-03-14,Орловская область,Новосильская,7402,7400,0,4630,1881,888,1881,4630,38,6473,140,49,46,91,0,1,0,213,3.27,186,2.86,55,0.84,3885,59.67,115,1.77,1812,27.83,207,3.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
508,2004-03-14,Орловская область,"Орел, Железнодорожная",49207,55400,0,36616,4245,14539,4245,36612,492,40365,1700,626,489,1074,6,0,0,2110,5.16,766,1.87,371,0.91,25255,61.81,1478,3.62,8321,20.37,2064,5.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
509,2004-03-14,Орловская область,"Орел, Заводская",80299,87400,0,53010,3881,30509,3881,52861,463,56279,1807,1262,793,545,13,0,0,3176,5.6,1130,1.99,486,0.86,33419,58.9,2122,3.74,13176,23.22,2770,4.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
510,2004-03-14,Орловская область,"Орел, Советская",66289,67110,0,56171,2255,8684,2255,56145,317,58083,1604,1194,1459,410,365,0,0,2676,4.58,863,1.48,374,0.64,38977,66.74,2153,3.69,10118,17.33,2922,5.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
511,2004-03-14,Орловская область,Орловская,48122,48130,0,32522,5981,9627,5981,32494,294,38181,769,427,294,342,0,0,0,1405,3.65,892,2.32,334,0.87,24835,64.55,825,2.14,8412,21.86,1478,3.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
512,2004-03-14,Орловская область,Покровская,12853,12870,0,9290,3211,369,3211,9290,100,12401,279,177,124,102,1,0,0,300,2.4,318,2.54,85,0.68,8224,65.79,193,1.54,3039,24.31,242,1.94,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
513,2004-03-14,Орловская область,Свердловская,13374,13396,0,9456,2450,1490,2450,9456,146,11760,247,149,142,98,0,0,0,274,2.3,297,2.49,91,0.76,7420,62.32,170,1.43,3221,27.05,287,2.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
514,2004-03-14,Орловская область,Сосковская,6207,6247,0,4438,1132,677,1132,4438,31,5539,99,52,65,47,1,0,0,120,2.15,110,1.97,35,0.63,3360,60.32,84,1.51,1732,31.1,98,1.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
515,2004-03-14,Орловская область,Троснянская,9128,9375,0,7983,556,836,556,7983,31,8508,170,69,92,101,23,0,0,145,1.7,181,2.12,65,0.76,6013,70.42,122,1.43,1833,21.47,149,1.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
516,2004-03-14,Орловская область,Урицкая,14626,14680,0,10148,2437,2095,2437,10148,88,12497,240,90,78,150,0,0,0,336,2.67,303,2.41,110,0.87,8295,65.91,265,2.11,2840,22.57,348,2.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
517,2004-03-14,Орловская область,Хотынецкая,8839,8583,0,6050,1873,660,1873,6048,56,7865,100,61,62,39,0,0,0,161,2.03,151,1.91,67,0.85,4938,62.34,141,1.78,2157,27.23,250,3.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
518,2004-03-14,Орловская область,Шаблыкинская,7025,6981,0,5024,1283,674,1283,5023,55,6251,133,44,33,89,2,0,0,116,1.84,147,2.33,45,0.71,3111,49.33,104,1.65,2545,40.36,183,2.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
519,2004-03-14,Орловская область,"Орел, Северная ",48646,53945,0,36326,2463,15156,2462,36292,257,38497,1035,687,337,348,4,0,0,2252,5.81,782,2.02,328,0.85,23158,59.76,1412,3.64,8523,21.99,2042,5.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
520,2004-03-14,Ямало-Ненецкий автономный округ,Губкинская городская,14656,13850,2563,9039,92,2156,2654,9033,55,11632,240,55,32,185,28,0,0,63,0.54,72,0.62,23,0.2,10530,90.1,233,1.99,424,3.63,287,2.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
521,2004-03-14,Ямало-Ненецкий автономный округ,Красноселькупская,4547,4400,768,3402,182,48,950,3399,86,4263,160,49,7,111,6,0,0,40,0.92,49,1.13,28,0.64,3955,90.94,37,0.85,106,2.44,48,1.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
522,2004-03-14,Ямало-Ненецкий автономный округ,Лабытнангская городская,21520,19457,139,16959,768,1591,907,16928,127,17708,314,255,80,59,35,0,0,637,3.57,374,2.1,137,0.77,13653,76.55,813,4.56,1196,6.71,898,5.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
523,2004-03-14,Ямало-Ненецкий автономный округ,Муравленковская городская,23435,22400,0,14043,192,8165,192,14041,57,14176,250,110,54,140,17,0,0,642,4.51,252,1.77,75,0.53,10361,72.8,728,5.11,1465,10.29,653,4.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
524,2004-03-14,Ямало-Ненецкий автономный округ,Надымская,60439,59000,2771,43356,666,12207,3437,43330,417,46350,537,464,235,73,63,0,0,1127,2.41,701,1.5,246,0.53,40284,86.14,1385,2.96,1427,3.05,1180,2.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
525,2004-03-14,Ямало-Ненецкий автономный округ,Новоуренгойская городская,67927,65607,0,54687,653,10267,653,54673,365,54961,768,672,457,96,131,0,0,1276,2.31,931,1.68,212,0.38,45941,83.04,2583,4.67,1978,3.58,2040,3.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
526,2004-03-14,Ямало-Ненецкий автономный округ,Ноябрьская городская,79017,74570,0,62917,616,11037,616,62917,303,63230,446,293,150,153,54,0,0,1682,2.65,696,1.1,206,0.32,53293,83.88,2912,4.58,3029,4.77,1412,2.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
527,2004-03-14,Ямало-Ненецкий автономный округ,Приуральская,4746,4760,1322,3105,126,207,1446,3105,41,4510,175,37,15,138,2,0,0,56,1.23,56,1.23,29,0.64,4124,90.62,78,1.71,86,1.89,81,1.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
528,2004-03-14,Ямало-Ненецкий автономный округ,Пуровская,30731,29790,2378,24339,226,2847,2602,24335,134,26803,445,338,162,107,26,0,0,427,1.59,369,1.37,132,0.49,24539,91.1,437,1.62,508,1.89,391,1.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
529,2004-03-14,Ямало-Ненецкий автономный округ,Салехардская городская,24266,20730,146,18896,476,1211,622,18891,130,19383,297,203,130,94,53,1,0,645,3.31,345,1.77,164,0.84,15196,77.88,1275,6.53,752,3.85,1006,5.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
530,2004-03-14,Ямало-Ненецкий автономный округ,Тазовская,13622,13330,6288,5691,137,1214,6424,5690,93,12021,280,104,60,176,14,0,0,129,1.06,273,2.25,36,0.3,11139,91.95,153,1.26,150,1.24,141,1.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
531,2004-03-14,Ямало-Ненецкий автономный округ,Шурышкарская,5970,6140,580,4516,338,706,918,4516,42,5392,197,95,49,102,3,0,0,107,1.97,108,1.99,51,0.94,4689,86.29,139,2.56,196,3.61,102,1.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
532,2004-03-14,Ямало-Ненецкий автономный округ,Ямальская,9233,9185,2972,5587,270,356,3242,5587,43,8786,225,137,55,88,16,0,0,94,1.06,55,0.62,39,0.44,8280,93.78,120,1.36,116,1.31,82,0.93,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882953&vrn=1001000882950&prver=0&pronetvd=null&region=89&sub_region=89&type=0&report_mode=null
533,2004-03-14,Псковская область,Бежаницкая,13379,12002,0,6155,2817,3030,2817,6155,59,8913,218,52,64,166,2,0,0,215,2.4,171,1.91,160,1.78,6308,70.31,150,1.67,1751,19.52,158,1.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
534,2004-03-14,Псковская область,Великолукская,19134,19210,0,8567,4111,6532,4110,8566,85,12591,290,55,77,235,2,0,0,319,2.52,275,2.17,125,0.99,8762,69.12,188,1.48,2640,20.83,282,2.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
535,2004-03-14,Псковская область,Великолукская городская,89906,84620,0,49631,1429,33560,1429,49547,500,50476,1705,539,230,1166,9,0,0,2993,5.87,811,1.59,499,0.98,32813,64.37,1434,2.81,9944,19.51,1982,3.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
536,2004-03-14,Псковская область,Гдовская,13008,12255,0,6104,2271,3880,2271,6101,63,8309,290,80,111,210,2,0,0,133,1.59,138,1.65,193,2.31,6422,76.71,186,2.22,1088,13.0,149,1.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
537,2004-03-14,Псковская область,Дедовичская,14149,12750,0,6621,1974,4155,1974,6620,57,8537,205,50,37,155,3,0,0,181,2.11,155,1.8,81,0.94,6232,72.52,215,2.5,1452,16.9,221,2.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
538,2004-03-14,Псковская область,Дновская,13186,13129,0,6732,1447,4950,1447,6730,71,8106,200,73,75,127,2,0,0,222,2.71,136,1.66,117,1.43,6171,75.47,157,1.92,1154,14.11,149,1.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
539,2004-03-14,Псковская область,Красногородская,7711,7345,0,3354,1642,2349,1642,3354,44,4952,90,34,22,56,1,0,0,173,3.46,108,2.16,62,1.24,3256,65.17,113,2.26,1172,23.46,68,1.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
540,2004-03-14,Псковская область,Куньинская,9584,9626,0,4078,2472,3076,2472,4078,17,6533,179,38,73,141,1,0,0,188,2.87,161,2.46,86,1.31,4686,71.54,86,1.31,1234,18.84,92,1.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
541,2004-03-14,Псковская область,Локнянская,10281,10197,0,4648,1779,3770,1779,4647,42,6384,168,41,45,127,4,0,0,157,2.44,253,3.94,62,0.96,4633,72.1,93,1.45,1046,16.28,140,2.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
542,2004-03-14,Псковская область,Невельская,25727,25404,0,12251,3471,9682,3471,12249,124,15596,400,176,174,224,13,0,0,506,3.22,283,1.8,166,1.06,11138,70.85,287,1.83,2939,18.7,277,1.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
543,2004-03-14,Псковская область,Новоржевская,9943,9905,0,4582,2306,3017,2306,4582,34,6854,170,24,20,146,0,0,0,124,1.8,103,1.5,93,1.35,4875,70.78,117,1.7,1476,21.43,66,0.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
544,2004-03-14,Псковская область,Новосокольническая,14315,13410,0,6203,2622,4585,2622,6203,40,8785,205,49,45,156,4,0,0,183,2.07,198,2.24,164,1.86,6132,69.48,156,1.77,1801,20.41,151,1.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
545,2004-03-14,Псковская область,Опочецкая,18810,18827,0,8977,2570,7280,2570,8977,58,11489,295,99,67,196,1,0,0,261,2.26,211,1.83,236,2.04,7882,68.26,231,2.0,2429,21.04,239,2.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
546,2004-03-14,Псковская область,Островская,29985,30341,0,15922,3023,11396,3023,15915,109,18829,620,207,146,413,3,0,0,567,2.99,356,1.88,265,1.4,13856,73.17,425,2.24,2960,15.63,400,2.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
547,2004-03-14,Псковская область,Палкинская,7531,7940,0,3720,1793,2427,1793,3717,34,5476,159,29,32,130,1,0,0,127,2.3,79,1.43,42,0.76,4018,72.92,119,2.16,1012,18.37,79,1.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
548,2004-03-14,Псковская область,Печорская,20135,20120,0,9301,2259,8560,2259,9298,85,11472,345,79,90,266,2,0,0,299,2.59,155,1.34,122,1.06,8665,74.98,343,2.97,1580,13.67,308,2.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
549,2004-03-14,Псковская область,Плюсская,9044,9019,0,4031,1597,3391,1597,4029,30,5596,140,52,71,88,0,0,0,165,2.93,92,1.64,63,1.12,4332,77.0,141,2.51,729,12.96,74,1.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
550,2004-03-14,Псковская область,Порховская,22407,22410,0,9974,3699,8737,3699,9973,84,13588,346,96,183,250,4,0,0,237,1.73,213,1.56,138,1.01,10857,79.41,225,1.65,1732,12.67,186,1.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
551,2004-03-14,Псковская область,Псковская,28953,28840,0,13307,4705,10828,4705,13307,124,17888,1450,817,140,633,1,0,0,376,2.09,263,1.46,157,0.87,14047,77.99,433,2.4,2283,12.67,329,1.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
552,2004-03-14,Псковская область,Псковская городская,170407,159654,0,96313,2778,60563,2778,96250,590,98438,3090,1123,680,1967,922,0,0,4705,4.75,1055,1.07,1021,1.03,69024,69.7,5674,5.73,13879,14.02,3080,3.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
553,2004-03-14,Псковская область,Пустошкинская,9417,8946,0,4541,1639,2766,1639,4541,25,6155,160,53,60,107,0,0,0,131,2.12,135,2.18,106,1.72,3929,63.58,157,2.54,1598,25.86,99,1.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
554,2004-03-14,Псковская область,Пушкиногорская,9209,9300,0,4496,1818,2986,1818,4495,34,6279,111,42,40,69,2,0,0,141,2.23,74,1.17,100,1.58,4370,69.22,145,2.3,1348,21.35,101,1.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882997&vrn=1001000882950&prver=0&pronetvd=null&region=60&sub_region=60&type=0&report_mode=null
